date,annee,mois,semaine_epidemio,region,latitude_region,longitude_region,population_region,incidence_regionale_annuelle,cas_pulmonaire_bacillifere,cas_pulmonaire_non_bacillifere,cas_extra_pulmonaire,cas_tb_multiresistante,nouveaux_cas,cas_coinfection_vih,deces_coinfection_vih,cas_enfants_moins_15_ans,cas_adultes_15_54_ans,cas_seniors_55_plus,tests_geneXpert_realises,tests_microscopie_realises,tests_lam_realises,cas_non_diagnostiques,patients_sous_traitement,patients_gueris,patients_abandon,patients_echec,deces,cas_detectes_prison,taux_incidence,taux_incidence_annuel,taux_letalite,taux_depistage,taux_succes_therapeutique
2021-12-27,2021,12,2021-W52,Sofia,-14.8833,48.0333,1784988,250,46,21,15,0,84,21,1,10,54,20,58,21,6,29,71,55,8,7,18,0,250,250,21.43,65.0,78.0
2021-12-27,2021,12,2021-W52,Vakinankaratra,-19.8667,47.0333,2462316,230,54,24,17,0,99,24,1,11,64,24,69,24,7,34,84,65,10,8,23,0,230,230,23.23,65.0,78.0
2021-12-27,2021,12,2021-W52,Haute Matsiatra,-21.4536,47.0854,1710391,225,41,19,13,0,76,19,1,9,49,18,53,19,5,26,64,49,7,6,16,0,225,225,21.05,65.0,78.0
2021-12-27,2021,12,2021-W52,Boeny,-15.7167,46.3167,1100305,220,23,10,7,0,43,10,0,5,27,11,30,10,3,15,36,28,4,3,10,0,220,220,23.26,65.0,78.0
2021-12-27,2021,12,2021-W52,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,30,13,9,0,55,13,1,6,35,14,38,13,3,19,46,35,5,4,12,0,215,215,21.82,65.0,78.0
2021-12-27,2021,12,2021-W52,SAVA,-14.2833,50.1667,1330546,210,30,14,10,0,56,14,1,6,36,14,39,14,4,19,47,36,5,4,13,0,210,210,23.21,65.0,78.0
2021-12-27,2021,12,2021-W52,Atsimo-Andrefana,-23.35,43.6667,2128706,205,43,19,14,0,79,19,1,9,51,19,55,19,5,27,67,52,8,6,18,0,205,205,22.78,65.0,78.0
2021-12-27,2021,12,2021-W52,Itasy,-19.0167,46.7667,1063882,190,19,8,6,0,35,8,0,4,22,9,24,8,2,12,29,22,3,2,8,0,190,190,22.86,65.0,78.0
2021-12-27,2021,12,2021-W52,Bongolava,-18.9333,45.6667,794456,185,12,5,3,0,22,5,0,2,14,6,15,5,1,7,18,14,2,1,4,0,185,185,18.18,65.0,78.0
2021-12-27,2021,12,2021-W52,Diana,-12.2787,49.2917,1053715,180,19,9,6,0,36,9,0,4,23,9,25,9,2,12,30,23,3,3,8,0,180,180,22.22,65.0,78.0
2021-12-27,2021,12,2021-W52,Amoron'i Mania,-20.0,47.1167,991145,175,14,6,4,0,27,6,0,3,17,7,18,6,1,9,22,17,2,2,6,0,175,175,22.22,65.0,78.0
2021-12-27,2021,12,2021-W52,Atsimo-Atsinanana,-22.9,47.65,1220000,170,21,9,7,0,39,9,0,4,25,10,27,9,2,13,33,25,3,3,8,0,170,170,20.51,65.0,78.0
2021-12-27,2021,12,2021-W52,Fitovinany,-21.45,47.6167,1011279,165,16,7,5,0,30,7,0,3,19,8,21,7,2,10,25,19,3,2,6,0,165,165,20.0,65.0,78.0
2021-12-27,2021,12,2021-W52,Ihorombe,-22.55,46.95,494097,160,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,2,0,160,160,16.67,65.0,78.0
2021-12-27,2021,12,2021-W52,Betsiboka,-16.95,46.8167,465641,155,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,155,155,21.43,65.0,78.0
2021-12-27,2021,12,2021-W52,Melaky,-16.1167,44.7667,365790,150,4,2,1,0,8,2,0,0,5,3,5,2,0,2,6,4,0,0,1,0,150,150,12.5,65.0,78.0
2021-12-27,2021,12,2021-W52,Ambatosoa,-21.0333,47.6333,652462,150,10,4,3,0,19,4,0,2,12,5,13,4,1,6,16,12,1,1,4,0,150,150,21.05,65.0,78.0
2021-12-27,2021,12,2021-W52,Androy,-25.1667,46.0833,1065878,145,14,6,4,0,26,6,0,3,16,7,18,6,1,9,22,17,2,2,5,0,145,145,19.23,65.0,78.0
2021-12-27,2021,12,2021-W52,Anosy,-25.0333,46.9833,957916,140,12,5,4,0,23,5,0,2,14,7,16,5,1,8,19,14,2,1,5,0,140,140,21.74,65.0,78.0
2021-12-27,2021,12,2021-W52,Menabe,-20.2833,44.7833,819876,135,10,4,3,0,19,4,0,2,12,5,13,4,1,6,16,12,1,1,4,0,135,135,21.05,65.0,78.0
2021-12-27,2021,12,2021-W52,Vatovavy,-21.3167,47.9333,576905,130,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,2,0,130,130,16.67,65.0,78.0
2022-01-03,2022,1,2022-W01,Analanjirofo,-17.3333,49.4,864183,280,24,11,7,1,44,11,0,5,28,11,30,11,3,15,37,28,4,3,9,0,280,280,20.45,65.0,78.0
2022-01-03,2022,1,2022-W01,Analamanga,-18.9137,47.5247,4290727,260,132,60,43,3,241,60,4,28,156,57,168,60,18,84,204,159,24,20,64,0,260,260,26.56,65.0,78.0
2022-01-03,2022,1,2022-W01,Atsinanana,-18.1492,49.4023,1750511,255,51,23,16,1,94,23,1,11,61,22,65,23,6,32,79,61,9,7,23,0,255,255,24.47,65.0,78.0
2022-01-03,2022,1,2022-W01,Sofia,-14.8833,48.0333,1784988,250,48,22,16,0,89,22,1,10,57,22,62,22,6,31,75,58,9,7,20,0,250,250,22.47,65.0,78.0
2022-01-03,2022,1,2022-W01,Vakinankaratra,-19.8667,47.0333,2462316,230,61,27,19,0,111,27,2,13,72,26,77,27,8,38,94,73,11,9,26,0,230,230,23.42,65.0,78.0
2022-01-03,2022,1,2022-W01,Haute Matsiatra,-21.4536,47.0854,1710391,225,39,18,12,0,72,18,1,8,46,18,50,18,5,25,61,47,7,6,18,0,225,225,25.0,65.0,78.0
2022-01-03,2022,1,2022-W01,Boeny,-15.7167,46.3167,1100305,220,23,10,7,0,42,10,0,5,27,10,29,10,3,14,35,27,4,3,9,0,220,220,21.43,65.0,78.0
2022-01-03,2022,1,2022-W01,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,37,17,12,0,68,17,1,8,44,16,47,17,5,23,57,44,6,5,15,0,215,215,22.06,65.0,78.0
2022-01-03,2022,1,2022-W01,SAVA,-14.2833,50.1667,1330546,210,28,13,9,0,52,13,1,6,33,13,36,13,3,18,44,34,5,4,13,0,210,210,25.0,65.0,78.0
2022-01-03,2022,1,2022-W01,Atsimo-Andrefana,-23.35,43.6667,2128706,205,46,21,15,0,85,21,1,10,55,20,59,21,6,29,72,56,8,7,20,0,205,205,23.53,65.0,78.0
2022-01-03,2022,1,2022-W01,Itasy,-19.0167,46.7667,1063882,190,19,8,6,0,35,8,0,4,22,9,24,8,2,12,29,22,3,2,8,0,190,190,22.86,65.0,78.0
2022-01-03,2022,1,2022-W01,Bongolava,-18.9333,45.6667,794456,185,16,7,5,0,30,7,0,3,19,8,21,7,2,10,25,19,3,2,7,0,185,185,23.33,65.0,78.0
2022-01-03,2022,1,2022-W01,Diana,-12.2787,49.2917,1053715,180,19,9,6,0,36,9,0,4,23,9,25,9,2,12,30,23,3,3,8,0,180,180,22.22,65.0,78.0
2022-01-03,2022,1,2022-W01,Amoron'i Mania,-20.0,47.1167,991145,175,15,7,5,0,28,7,0,3,18,7,19,7,2,9,23,17,2,2,7,0,175,175,25.0,65.0,78.0
2022-01-03,2022,1,2022-W01,Atsimo-Atsinanana,-22.9,47.65,1220000,170,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,9,0,170,170,24.32,65.0,78.0
2022-01-03,2022,1,2022-W01,Fitovinany,-21.45,47.6167,1011279,165,14,6,4,0,27,6,0,3,17,7,18,6,1,9,22,17,2,2,6,0,165,165,22.22,65.0,78.0
2022-01-03,2022,1,2022-W01,Ihorombe,-22.55,46.95,494097,160,8,4,2,0,16,4,0,1,10,5,11,4,1,5,13,10,1,1,3,0,160,160,18.75,65.0,78.0
2022-01-03,2022,1,2022-W01,Betsiboka,-16.95,46.8167,465641,155,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,2,0,155,155,16.67,65.0,78.0
2022-01-03,2022,1,2022-W01,Melaky,-16.1167,44.7667,365790,150,6,2,1,0,11,2,0,1,7,3,7,2,0,3,9,7,1,0,2,0,150,150,18.18,65.0,78.0
2022-01-03,2022,1,2022-W01,Ambatosoa,-21.0333,47.6333,652462,150,11,5,3,0,20,5,0,2,13,5,14,5,1,7,17,13,2,1,5,0,150,150,25.0,65.0,78.0
2022-01-03,2022,1,2022-W01,Androy,-25.1667,46.0833,1065878,145,17,8,5,0,32,8,0,3,20,9,22,8,2,11,27,21,3,2,8,0,145,145,25.0,65.0,78.0
2022-01-03,2022,1,2022-W01,Anosy,-25.0333,46.9833,957916,140,12,5,3,0,22,5,0,2,14,6,15,5,1,7,18,14,2,1,5,0,140,140,22.73,65.0,78.0
2022-01-03,2022,1,2022-W01,Menabe,-20.2833,44.7833,819876,135,10,4,3,0,19,4,0,2,12,5,13,4,1,6,16,12,1,1,5,0,135,135,26.32,65.0,78.0
2022-01-03,2022,1,2022-W01,Vatovavy,-21.3167,47.9333,576905,130,8,3,2,0,15,3,0,1,9,5,10,3,0,5,12,9,1,1,3,0,130,130,20.0,65.0,78.0
2022-01-10,2022,1,2022-W02,Analanjirofo,-17.3333,49.4,864183,280,23,10,7,1,43,10,0,5,27,11,30,10,3,15,36,28,4,3,9,0,280,280,20.93,65.0,78.0
2022-01-10,2022,1,2022-W02,Analamanga,-18.9137,47.5247,4290727,260,115,52,37,3,210,52,4,25,136,49,147,52,15,73,178,138,21,17,48,0,260,260,22.86,65.0,78.0
2022-01-10,2022,1,2022-W02,Atsinanana,-18.1492,49.4023,1750511,255,47,21,15,1,87,21,1,10,56,21,60,21,6,30,73,56,8,7,19,0,255,255,21.84,65.0,78.0
2022-01-10,2022,1,2022-W02,Sofia,-14.8833,48.0333,1784988,250,44,20,14,0,80,20,1,9,52,19,56,20,6,28,68,53,8,6,19,0,250,250,23.75,65.0,78.0
2022-01-10,2022,1,2022-W02,Vakinankaratra,-19.8667,47.0333,2462316,230,52,24,17,0,96,24,1,11,62,23,67,24,7,33,81,63,9,8,25,0,230,230,26.04,65.0,78.0
2022-01-10,2022,1,2022-W02,Haute Matsiatra,-21.4536,47.0854,1710391,225,36,16,11,0,66,16,1,7,42,17,46,16,4,23,56,43,6,5,14,0,225,225,21.21,65.0,78.0
2022-01-10,2022,1,2022-W02,Boeny,-15.7167,46.3167,1100305,220,22,10,7,0,41,10,0,4,26,11,28,10,3,14,34,26,4,3,10,0,220,220,24.39,65.0,78.0
2022-01-10,2022,1,2022-W02,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,32,14,10,0,59,14,1,7,38,14,41,14,4,20,50,39,6,5,14,0,215,215,23.73,65.0,78.0
2022-01-10,2022,1,2022-W02,SAVA,-14.2833,50.1667,1330546,210,24,11,8,0,45,11,0,5,29,11,31,11,3,15,38,29,4,3,9,0,210,210,20.0,65.0,78.0
2022-01-10,2022,1,2022-W02,Atsimo-Andrefana,-23.35,43.6667,2128706,205,44,20,14,0,81,20,1,9,52,20,56,20,6,28,68,53,8,6,21,0,205,205,25.93,65.0,78.0
2022-01-10,2022,1,2022-W02,Itasy,-19.0167,46.7667,1063882,190,23,10,7,0,42,10,0,5,27,10,29,10,3,14,35,27,4,3,9,0,190,190,21.43,65.0,78.0
2022-01-10,2022,1,2022-W02,Bongolava,-18.9333,45.6667,794456,185,15,7,5,0,28,7,0,3,18,7,19,7,2,9,23,17,2,2,7,0,185,185,25.0,65.0,78.0
2022-01-10,2022,1,2022-W02,Diana,-12.2787,49.2917,1053715,180,18,8,6,0,34,8,0,4,22,8,23,8,2,11,28,21,3,2,8,0,180,180,23.53,65.0,78.0
2022-01-10,2022,1,2022-W02,Amoron'i Mania,-20.0,47.1167,991145,175,15,7,5,0,29,7,0,3,18,8,20,7,2,10,24,18,2,2,7,0,175,175,24.14,65.0,78.0
2022-01-10,2022,1,2022-W02,Atsimo-Atsinanana,-22.9,47.65,1220000,170,23,10,7,0,42,10,0,5,27,10,29,10,3,14,35,27,4,3,11,0,170,170,26.19,65.0,78.0
2022-01-10,2022,1,2022-W02,Fitovinany,-21.45,47.6167,1011279,165,18,8,5,0,33,8,0,3,21,9,23,8,2,11,28,21,3,2,7,0,165,165,21.21,65.0,78.0
2022-01-10,2022,1,2022-W02,Ihorombe,-22.55,46.95,494097,160,8,4,2,0,16,4,0,1,10,5,11,4,1,5,13,10,1,1,3,0,160,160,18.75,65.0,78.0
2022-01-10,2022,1,2022-W02,Betsiboka,-16.95,46.8167,465641,155,7,3,2,0,13,3,0,1,8,4,9,3,0,4,11,8,1,1,3,0,155,155,23.08,65.0,78.0
2022-01-10,2022,1,2022-W02,Melaky,-16.1167,44.7667,365790,150,6,2,1,0,11,2,0,1,7,3,7,2,0,3,9,7,1,0,2,0,150,150,18.18,65.0,78.0
2022-01-10,2022,1,2022-W02,Ambatosoa,-21.0333,47.6333,652462,150,8,4,2,0,16,4,0,1,10,5,11,4,1,5,13,10,1,1,4,0,150,150,25.0,65.0,78.0
2022-01-10,2022,1,2022-W02,Androy,-25.1667,46.0833,1065878,145,17,7,5,0,31,7,0,3,20,8,21,7,2,10,26,20,3,2,6,0,145,145,19.35,65.0,78.0
2022-01-10,2022,1,2022-W02,Anosy,-25.0333,46.9833,957916,140,13,6,4,0,24,6,0,2,15,7,16,6,1,8,20,15,2,2,5,0,140,140,20.83,65.0,78.0
2022-01-10,2022,1,2022-W02,Menabe,-20.2833,44.7833,819876,135,10,4,3,0,19,4,0,2,12,5,13,4,1,6,16,12,1,1,5,0,135,135,26.32,65.0,78.0
2022-01-10,2022,1,2022-W02,Vatovavy,-21.3167,47.9333,576905,130,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,130,130,21.43,65.0,78.0
2022-01-17,2022,1,2022-W03,Analanjirofo,-17.3333,49.4,864183,280,28,13,9,1,52,13,1,6,33,13,36,13,3,18,44,34,5,4,12,0,280,280,23.08,65.0,78.0
2022-01-17,2022,1,2022-W03,Analamanga,-18.9137,47.5247,4290727,260,113,51,37,3,207,51,4,24,134,49,144,51,15,72,175,136,21,17,54,0,260,260,26.09,65.0,78.0
2022-01-17,2022,1,2022-W03,Atsinanana,-18.1492,49.4023,1750511,255,41,19,13,1,76,19,1,9,49,18,53,19,5,26,64,49,7,6,20,0,255,255,26.32,65.0,78.0
2022-01-17,2022,1,2022-W03,Sofia,-14.8833,48.0333,1784988,250,42,19,13,0,77,19,1,9,50,18,53,19,5,26,65,50,7,6,18,0,250,250,23.38,65.0,78.0
2022-01-17,2022,1,2022-W03,Vakinankaratra,-19.8667,47.0333,2462316,230,63,28,20,0,115,28,2,13,74,28,80,28,8,40,97,75,11,9,27,0,230,230,23.48,65.0,78.0
2022-01-17,2022,1,2022-W03,Haute Matsiatra,-21.4536,47.0854,1710391,225,41,18,13,0,75,18,1,9,48,18,52,18,5,26,63,49,7,6,18,0,225,225,24.0,65.0,78.0
2022-01-17,2022,1,2022-W03,Boeny,-15.7167,46.3167,1100305,220,26,12,8,0,49,12,0,5,31,13,34,12,3,17,41,31,4,4,11,0,220,220,22.45,65.0,78.0
2022-01-17,2022,1,2022-W03,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,28,13,9,0,52,13,1,6,33,13,36,13,3,18,44,34,5,4,12,0,215,215,23.08,65.0,78.0
2022-01-17,2022,1,2022-W03,SAVA,-14.2833,50.1667,1330546,210,28,13,9,0,52,13,1,6,33,13,36,13,3,18,44,34,5,4,11,0,210,210,21.15,65.0,78.0
2022-01-17,2022,1,2022-W03,Atsimo-Andrefana,-23.35,43.6667,2128706,205,43,19,14,0,79,19,1,9,51,19,55,19,5,27,67,52,8,6,18,0,205,205,22.78,65.0,78.0
2022-01-17,2022,1,2022-W03,Itasy,-19.0167,46.7667,1063882,190,18,8,5,0,33,8,0,3,21,9,23,8,2,11,28,21,3,2,8,0,190,190,24.24,65.0,78.0
2022-01-17,2022,1,2022-W03,Bongolava,-18.9333,45.6667,794456,185,17,7,5,0,31,7,0,3,20,8,21,7,2,10,26,20,3,2,7,0,185,185,22.58,65.0,78.0
2022-01-17,2022,1,2022-W03,Diana,-12.2787,49.2917,1053715,180,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,9,0,180,180,24.32,65.0,78.0
2022-01-17,2022,1,2022-W03,Amoron'i Mania,-20.0,47.1167,991145,175,17,8,5,0,32,8,0,3,20,9,22,8,2,11,27,21,3,2,8,0,175,175,25.0,65.0,78.0
2022-01-17,2022,1,2022-W03,Atsimo-Atsinanana,-22.9,47.65,1220000,170,20,9,6,0,38,9,0,4,24,10,26,9,2,13,32,24,3,3,9,0,170,170,23.68,65.0,78.0
2022-01-17,2022,1,2022-W03,Fitovinany,-21.45,47.6167,1011279,165,14,6,4,0,27,6,0,3,17,7,18,6,1,9,22,17,2,2,6,0,165,165,22.22,65.0,78.0
2022-01-17,2022,1,2022-W03,Ihorombe,-22.55,46.95,494097,160,8,3,2,0,15,3,0,1,9,5,10,3,0,5,12,9,1,1,3,0,160,160,20.0,65.0,78.0
2022-01-17,2022,1,2022-W03,Betsiboka,-16.95,46.8167,465641,155,7,3,2,0,13,3,0,1,8,4,9,3,0,4,11,8,1,1,3,0,155,155,23.08,65.0,78.0
2022-01-17,2022,1,2022-W03,Melaky,-16.1167,44.7667,365790,150,5,2,1,0,10,2,0,1,6,3,7,2,0,3,8,6,0,0,2,0,150,150,20.0,65.0,78.0
2022-01-17,2022,1,2022-W03,Ambatosoa,-21.0333,47.6333,652462,150,11,5,3,0,20,5,0,2,13,5,14,5,1,7,17,13,2,1,5,0,150,150,25.0,65.0,78.0
2022-01-17,2022,1,2022-W03,Androy,-25.1667,46.0833,1065878,145,16,7,5,0,30,7,0,3,19,8,21,7,2,10,25,19,3,2,7,0,145,145,23.33,65.0,78.0
2022-01-17,2022,1,2022-W03,Anosy,-25.0333,46.9833,957916,140,15,7,5,0,28,7,0,3,18,7,19,7,2,9,23,17,2,2,6,0,140,140,21.43,65.0,78.0
2022-01-17,2022,1,2022-W03,Menabe,-20.2833,44.7833,819876,135,11,5,3,0,20,5,0,2,13,5,14,5,1,7,17,13,2,1,4,0,135,135,20.0,65.0,78.0
2022-01-17,2022,1,2022-W03,Vatovavy,-21.3167,47.9333,576905,130,8,4,2,0,16,4,0,1,10,5,11,4,1,5,13,10,1,1,4,0,130,130,25.0,65.0,78.0
2022-01-24,2022,1,2022-W04,Analanjirofo,-17.3333,49.4,864183,280,22,10,7,1,40,10,0,4,26,10,28,10,3,14,34,26,4,3,10,0,280,280,25.0,65.0,78.0
2022-01-24,2022,1,2022-W04,Analamanga,-18.9137,47.5247,4290727,260,101,46,33,2,184,46,3,22,119,43,128,46,13,64,156,121,18,15,45,0,260,260,24.46,65.0,78.0
2022-01-24,2022,1,2022-W04,Atsinanana,-18.1492,49.4023,1750511,255,45,20,14,1,82,20,1,9,53,20,57,20,6,28,69,53,8,6,21,0,255,255,25.61,65.0,78.0
2022-01-24,2022,1,2022-W04,Sofia,-14.8833,48.0333,1784988,250,42,19,13,0,77,19,1,9,50,18,53,19,5,26,65,50,7,6,20,0,250,250,25.97,65.0,78.0
2022-01-24,2022,1,2022-W04,Vakinankaratra,-19.8667,47.0333,2462316,230,59,27,19,0,109,27,2,13,70,26,76,27,8,38,92,71,11,9,24,0,230,230,22.02,65.0,78.0
2022-01-24,2022,1,2022-W04,Haute Matsiatra,-21.4536,47.0854,1710391,225,45,20,14,0,83,20,1,9,53,21,58,20,6,29,70,54,8,7,20,0,225,225,24.1,65.0,78.0
2022-01-24,2022,1,2022-W04,Boeny,-15.7167,46.3167,1100305,220,23,10,7,0,43,10,0,5,27,11,30,10,3,15,36,28,4,3,10,0,220,220,23.26,65.0,78.0
2022-01-24,2022,1,2022-W04,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,36,16,11,0,66,16,1,7,42,17,46,16,4,23,56,43,6,5,15,0,215,215,22.73,65.0,78.0
2022-01-24,2022,1,2022-W04,SAVA,-14.2833,50.1667,1330546,210,26,12,8,0,48,12,0,5,31,12,33,12,3,16,40,31,4,4,10,0,210,210,20.83,65.0,78.0
2022-01-24,2022,1,2022-W04,Atsimo-Andrefana,-23.35,43.6667,2128706,205,42,19,13,0,77,19,1,9,50,18,53,19,5,26,65,50,7,6,19,0,205,205,24.68,65.0,78.0
2022-01-24,2022,1,2022-W04,Itasy,-19.0167,46.7667,1063882,190,20,9,6,0,38,9,0,4,24,10,26,9,2,13,32,24,3,3,8,0,190,190,21.05,65.0,78.0
2022-01-24,2022,1,2022-W04,Bongolava,-18.9333,45.6667,794456,185,13,6,4,0,25,6,0,3,16,6,17,6,1,8,21,16,2,2,5,0,185,185,20.0,65.0,78.0
2022-01-24,2022,1,2022-W04,Diana,-12.2787,49.2917,1053715,180,22,10,7,0,40,10,0,4,26,10,28,10,3,14,34,26,4,3,9,0,180,180,22.5,65.0,78.0
2022-01-24,2022,1,2022-W04,Amoron'i Mania,-20.0,47.1167,991145,175,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,9,0,175,175,24.32,65.0,78.0
2022-01-24,2022,1,2022-W04,Atsimo-Atsinanana,-22.9,47.65,1220000,170,19,8,6,0,35,8,0,4,22,9,24,8,2,12,29,22,3,2,9,0,170,170,25.71,65.0,78.0
2022-01-24,2022,1,2022-W04,Fitovinany,-21.45,47.6167,1011279,165,17,7,5,0,31,7,0,3,20,8,21,7,2,10,26,20,3,2,7,0,165,165,22.58,65.0,78.0
2022-01-24,2022,1,2022-W04,Ihorombe,-22.55,46.95,494097,160,9,4,3,0,17,4,0,2,11,4,11,4,1,5,14,10,1,1,3,0,160,160,17.65,65.0,78.0
2022-01-24,2022,1,2022-W04,Betsiboka,-16.95,46.8167,465641,155,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,3,0,155,155,25.0,65.0,78.0
2022-01-24,2022,1,2022-W04,Melaky,-16.1167,44.7667,365790,150,4,2,1,0,9,2,0,1,5,3,6,2,0,3,7,5,0,0,2,0,150,150,22.22,65.0,78.0
2022-01-24,2022,1,2022-W04,Ambatosoa,-21.0333,47.6333,652462,150,8,4,2,0,16,4,0,1,10,5,11,4,1,5,13,10,1,1,3,0,150,150,18.75,65.0,78.0
2022-01-24,2022,1,2022-W04,Androy,-25.1667,46.0833,1065878,145,17,7,5,0,31,7,0,3,20,8,21,7,2,10,26,20,3,2,7,0,145,145,22.58,65.0,78.0
2022-01-24,2022,1,2022-W04,Anosy,-25.0333,46.9833,957916,140,13,6,4,0,25,6,0,3,16,6,17,6,1,8,21,16,2,2,6,0,140,140,24.0,65.0,78.0
2022-01-24,2022,1,2022-W04,Menabe,-20.2833,44.7833,819876,135,11,5,3,0,20,5,0,2,13,5,14,5,1,7,17,13,2,1,4,0,135,135,20.0,65.0,78.0
2022-01-24,2022,1,2022-W04,Vatovavy,-21.3167,47.9333,576905,130,8,3,2,0,15,3,0,1,9,5,10,3,0,5,12,9,1,1,3,0,130,130,20.0,65.0,78.0
2022-01-31,2022,1,2022-W05,Analanjirofo,-17.3333,49.4,864183,280,26,12,8,1,49,12,0,5,31,13,34,12,3,17,41,31,4,4,12,0,280,280,24.49,65.0,78.0
2022-01-31,2022,1,2022-W05,Analamanga,-18.9137,47.5247,4290727,260,117,53,38,3,214,53,4,25,139,50,149,53,15,74,181,141,21,18,51,0,260,260,23.83,65.0,78.0
2022-01-31,2022,1,2022-W05,Atsinanana,-18.1492,49.4023,1750511,255,44,20,14,1,81,20,1,9,52,20,56,20,6,28,68,53,8,6,21,0,255,255,25.93,65.0,78.0
2022-01-31,2022,1,2022-W05,Sofia,-14.8833,48.0333,1784988,250,51,23,16,0,94,23,1,11,61,22,65,23,6,32,79,61,9,7,22,0,250,250,23.4,65.0,78.0
2022-01-31,2022,1,2022-W05,Vakinankaratra,-19.8667,47.0333,2462316,230,61,27,19,0,111,27,2,13,72,26,77,27,8,38,94,73,11,9,29,0,230,230,26.13,65.0,78.0
2022-01-31,2022,1,2022-W05,Haute Matsiatra,-21.4536,47.0854,1710391,225,45,20,14,0,83,20,1,9,53,21,58,20,6,29,70,54,8,7,20,0,225,225,24.1,65.0,78.0
2022-01-31,2022,1,2022-W05,Boeny,-15.7167,46.3167,1100305,220,24,11,8,0,45,11,0,5,29,11,31,11,3,15,38,29,4,3,10,0,220,220,22.22,65.0,78.0
2022-01-31,2022,1,2022-W05,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,37,17,12,0,68,17,1,8,44,16,47,17,5,23,57,44,6,5,15,0,215,215,22.06,65.0,78.0
2022-01-31,2022,1,2022-W05,SAVA,-14.2833,50.1667,1330546,210,29,13,9,0,54,13,1,6,35,13,37,13,3,18,45,35,5,4,12,0,210,210,22.22,65.0,78.0
2022-01-31,2022,1,2022-W05,Atsimo-Andrefana,-23.35,43.6667,2128706,205,42,19,13,0,77,19,1,9,50,18,53,19,5,26,65,50,7,6,18,0,205,205,23.38,65.0,78.0
2022-01-31,2022,1,2022-W05,Itasy,-19.0167,46.7667,1063882,190,24,11,7,0,44,11,0,5,28,11,30,11,3,15,37,28,4,3,9,0,190,190,20.45,65.0,78.0
2022-01-31,2022,1,2022-W05,Bongolava,-18.9333,45.6667,794456,185,15,7,5,0,28,7,0,3,18,7,19,7,2,9,23,17,2,2,6,0,185,185,21.43,65.0,78.0
2022-01-31,2022,1,2022-W05,Diana,-12.2787,49.2917,1053715,180,17,8,5,0,32,8,0,3,20,9,22,8,2,11,27,21,3,2,7,0,180,180,21.88,65.0,78.0
2022-01-31,2022,1,2022-W05,Amoron'i Mania,-20.0,47.1167,991145,175,18,8,5,0,33,8,0,3,21,9,23,8,2,11,28,21,3,2,7,0,175,175,21.21,65.0,78.0
2022-01-31,2022,1,2022-W05,Atsimo-Atsinanana,-22.9,47.65,1220000,170,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,8,0,170,170,21.62,65.0,78.0
2022-01-31,2022,1,2022-W05,Fitovinany,-21.45,47.6167,1011279,165,15,7,5,0,29,7,0,3,18,8,20,7,2,10,24,18,2,2,7,0,165,165,24.14,65.0,78.0
2022-01-31,2022,1,2022-W05,Ihorombe,-22.55,46.95,494097,160,9,4,3,0,17,4,0,2,11,4,11,4,1,5,14,10,1,1,4,0,160,160,23.53,65.0,78.0
2022-01-31,2022,1,2022-W05,Betsiboka,-16.95,46.8167,465641,155,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,155,155,21.43,65.0,78.0
2022-01-31,2022,1,2022-W05,Melaky,-16.1167,44.7667,365790,150,4,2,1,0,8,2,0,0,5,3,5,2,0,2,6,4,0,0,2,0,150,150,25.0,65.0,78.0
2022-01-31,2022,1,2022-W05,Ambatosoa,-21.0333,47.6333,652462,150,11,5,3,0,21,5,0,2,13,6,14,5,1,7,17,13,2,1,4,0,150,150,19.05,65.0,78.0
2022-01-31,2022,1,2022-W05,Androy,-25.1667,46.0833,1065878,145,14,6,4,0,26,6,0,3,16,7,18,6,1,9,22,17,2,2,6,0,145,145,23.08,65.0,78.0
2022-01-31,2022,1,2022-W05,Anosy,-25.0333,46.9833,957916,140,13,6,4,0,25,6,0,3,16,6,17,6,1,8,21,16,2,2,5,0,140,140,20.0,65.0,78.0
2022-01-31,2022,1,2022-W05,Menabe,-20.2833,44.7833,819876,135,10,4,3,0,19,4,0,2,12,5,13,4,1,6,16,12,1,1,4,0,135,135,21.05,65.0,78.0
